Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
The Adventure of the Speckled Band,Arthur Conan Doyle,"",9780435213886,paperback,read,2017/09/21,"","",1,"",,,,,,,5.0,,"",,"",No
Gentlemen and Players,Joanne Harris,"",9780061839917,digital,read,2017/11/28,2017/11/29,2017/11/29,1,"",,,,,,,3.0,,"",,"",Yes
Parker Girls #1,Terry Moore,"",B0B8R83R91,digital,read,2022/08/23,2022/08/20,2022/08/20,2,"",,,,,,,5.0,,"",,"",No
The Lottery and Other Stories,Shirley Jackson,"",9780374529536,paperback,read,2017/09/21,"","",1,"",,,,,,,,,"",,"",No
Antigone,Sophocles,Richard Emil Braun (Translator),9780195061673,paperback,read,2011/04/09,"","",1,"",,,,,,,3.0,,"",,"",Yes
The Night Eternal,Guillermo del Toro,"",9780062066046,digital,read,2014/10/06,2014/10/08,2014/10/08,1,"",,,,,,,3.0,,"",,"",Yes
She's Come Undone,Wally Lamb,"",9780671021009,paperback,read,2013/02/22,"","",1,"",,,,,,,2.0,,"",,"",No
A Clash of Kings,George R.R. Martin,"","",digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
"Strangers in Paradise, Volume 16: Molly & Poo",Terry Moore,"",,,read,2011/04/10,2025/03/14,2025/03/14,1,"",,,,,,,5.0,,"",,"",Yes
The Plains of Passage,Jean M. Auel,"",B00466HQ0G,digital,read,2011/06/27,2016/11/05,2016/11/05,1,"",,,,,,,3.0,,"",,"",Yes
Macbeth,William Shakespeare,"",9780743477109,paperback,read,2013/02/19,"","",1,"",,,,,,,4.0,,"",,"",No
Strangers In Paradise Vol. 16: Molly & Poo,Terry Moore,"",B075VJG91R,digital,read,2020/07/31,2025/03/14,2025/03/14,1,"",,,,,,,5.0,,"",,"",Yes
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump,"",9781982141462,hardcover,read,2020/07/26,2020/07/27,2020/07/27,1,"",,,,,,,4.0,,"",,"",No
"How Green This Land, How Blue This Sea",Mira Grant,"",9780316218986,digital,read,2015/03/13,2015/03/15,2015/03/15,2,"",,,,,,,4.0,,"",,"",Yes
The Duke and I,Julia Quinn,"",9780380800827,paperback,read,2024/07/15,2024/07/17,2024/07/17,1,"",,,,,,,4.0,,"",,"",No
The Other Boleyn Girl,Philippa Gregory,"",0739427113,hardcover,read,2011/04/12,"","",14,"",,,,,,,3.0,,"",,"",No
"Strangers in Paradise, Volume 2: I Dream of You",Terry Moore,"","",digital,read,2011/04/10,2025/03/13,2025/03/13-2025/03/13,2,"",,,,,,,5.0,,"",,"",Yes
Of Mice and Men,John Steinbeck,"",9780142000670,paperback,read,2011/12/22,"","",1,"",,,,,,,4.0,,"",,"",Yes
Never Flirt with Puppy Killers: And Other Better Book Titles,Dan Wilbur,"",9781449478063,hardcover,read,2017/06/11,"","",1,"",,,,,,,,,"",,"",Yes
Son,Lois Lowry,"",9780547887203,hardcover,read,2014/08/15,2014/08/18,2014/08/18,1,"",,,,,,,5.0,,"",,"",No
Hidden Bodies,Caroline Kepnes,"",9781476785646,digital,read,2019/01/24,2019/01/26,2019/01/26,1,"",,,,,,,2.0,Well THAT was a disappointing follow up to YOU...and I wish I could demand a refund. Waste of time...,"",,"",Yes
"Strangers in Paradise, Volume 14: David's Story",Terry Moore,"",,digital,read,2011/04/10,2025/03/14,2025/03/14,2,"",,,,,,,5.0,,"",,"",Yes
The Dark Half,Stephen King,"",9780670829828,hardcover,read,2012/07/01,"","",7,"",,,,,,,4.0,,"",,"",No
"1,000 Books to Read Before You Die: A Life-Changing List",James Mustich,"",9781523504459,hardcover,read,2018/11/12,"","",1,"",,,,,,,,,"",,"",Yes
The Veldt: Bradbury Thirteen: Episode II,"Ray Bradbury, Ray Bradbury","",9781441720504,,read,2015/11/01,2015/11/01,2015/11/01,1,"",,,,,,,5.0,,"",,"",No
"My Sister, the Serial Killer",Oyinkan Braithwaite,"",9780385544245,digital,read,2019/12/06,2019/12/06,2019/12/06,1,"",,,,,,,2.0,,"",,"",No
The Last White Rose: A Novel of Elizabeth of York,Alison Weir,"",9780593355039,hardcover,read,2022/07/06,2022/08/01,2022/08/01,1,"",,,,,,,3.0,,"",,"",No
Catching Fire,Suzanne Collins,"",9780606320252,hardcover,read,2012/02/19,2012/02/20,2012/02/20,2,"",,,,,,,5.0,,"",,"",Yes
The Shelters of Stone,Jean M. Auel,"","",paperback,read,2011/06/27,"","",3,"",,,,,,,4.0,,"",,"",No
The Red Badge of Courage,Stephen Crane,"",9781580495868,paperback,read,2017/09/21,"","",1,"",,,,,,,4.0,,"",,"",Yes
Hidden Jewel,V.C. Andrews,"",9780671873202,paperback,read,2013/10/07,"","",1,"",,,,,,,3.0,,"",,"",No
Crazy Rich Asians,Kevin Kwan,"","",digital,read,2018/04/23,2018/04/25,2018/04/25,1,"",,,,,,,4.0,I LOVED this book but took off a star for the bitch of an ending.,"",,"",Yes
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,H.T. Willetts (Translator),9780679444640,hardcover,read,2013/02/23,"","",1,"",,,,,,,5.0,,"",,"",Yes
"The Walking Dead, Vol. 1: Days Gone Bye",Robert Kirkman,Tony Moore (Illustrator),9781582406725,paperback,read,2011/12/11,2011/12/07,2011/12/07,1,"",,,,,,,3.0,,"",,"",No
If There Be Thorns,V.C. Andrews,"",9780671729455,paperback,read,2013/10/07,"","",1,"",,,,,,,2.0,,"",,"",No
The Great Gatsby,F. Scott Fitzgerald,"",9780684101545,hardcover,read,2025/03/11,"","",1,"",,,,,,,,,"",,"",Yes
Sunrise on the Reaping,Suzanne Collins,"",9781546171461,hardcover,read,2025/04/01,2025/04/22,"2025/04/15-2025/04/22, 2025/03/31-2025/04/01",2,"",fast,"","","","","",5.0,"","","","",Yes
The Elite,Kiera Cass,"",9780062059987,digital,read,2013/11/12,2013/11/13,2013/11/13,1,"",,,,,,,2.0,,"",,"",Yes
The Glass Menagerie,Tennessee Williams,"",9780811214049,paperback,read,2018/06/26,1995/01/01,1995/01/01,1,"",,,,,,,5.0,,"",,"",No
The Land of Painted Caves,Jean M. Auel,"",9780307886651,digital,read,2011/10/23,2014/12/05,2014/12/05,1,"",,,,,,,,,"",,"",Yes
The Bluest Eye,Toni Morrison,"",B005DCA2CQ,audio,read,2011/06/25,"","",1,"",,,,,,,3.0,,"",,"",No
Dragonfly in Amber,Diana Gabaldon,"",9781524796884,hardcover,read,2022/02/05,2022/04/03,2022/04/03,1,"",,,,,,,5.0,,"",,"",Yes
Harry Potter and the Order of the Phoenix,J.K. Rowling,Mary GrandPré (Illustrator),9780613999168,paperback,read,2011/06/16,"","",4,"",,,,,,,5.0,,"",,"",No
The Kitchen God's Wife,Amy Tan,"",9780399135781,hardcover,read,2017/09/21,"","",1,"",,,,,,,,,"",,"",Yes
Catherine de Medici,Leonie Frieda,"",9780063235915,digital,read,2023/01/29,2023/01/31,2023/01/31,1,"",,,,,,,3.0,,"",,"",Yes
3rd Degree,James Patterson,"Carolyn McCormick (Narrator), Andrew Gross",9781594839528,audio,read,2011/06/25,"","",1,"",,,,,,,3.0,,"",,"",No
Serial #10,Terry Moore,"",B09PZMRH4H,digital,read,2022/02/06,2022/02/03,2022/02/03,1,"",,,,,,,3.0,,"",,"",Yes
"I, Medusa",Ayana Gray,"",9780593733769,hardcover,read,2026/01/08,2026/01/10,2026/01/08-2026/01/10,1,"",,,,,,,,,"",,"",Yes
Sharp Objects,Gillian Flynn,Stian Omland (Translator),9788281694606,paperback,read,2015/10/17,2015/10/18,2015/10/18,1,"",,,,,,,3.0,,"",,"",Yes
All That Glitters,V.C. Andrews,"",9780671873196,paperback,read,2013/10/07,"","",1,"",,,,,,,2.0,,"",,"",No
Violets Are Blue,James Patterson,"",,digital,read,2011/06/25,"","",2,"",,,,,,,2.0,,"",,"",Yes
Anna of Kleve: The Princess in the Portrait,Alison Weir,"",9781101966587,digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
"I Am Nujood, Age 10 and Divorced","Nujood Ali, Delphine Minoui","",9780307589675,paperback,read,2011/04/09,"","",1,"",,,,,,,3.0,,"",,"",Yes
The Last Tudor,Philippa Gregory,"",B01MQSQ3NT,digital,read,2025/03/17,2025/06/12,2025/06/09-2025/06/12,2,"",,,,,,,,,"",,"",Yes
The Power,Naomi Alderman,"",9789935477330,hardcover,read,2019/12/30,2019/12/30,2019/12/30,1,"",,,,,,,5.0,,"",,"",No
Bird Box,Josh Malerman,"",B00FJ352U6,digital,read,2018/12/24,2018/12/24,2018/12/24,1,"",,,,,,,3.0,,"",,"",Yes
Kiss the Girls,James Patterson,"","",digital,read,2011/04/09,2023/09/03,2023/09/03,1,"",,,,,,,3.0,,"",,"",Yes
New Moon,Stephenie Meyer,"",9780316007733,digital,read,2011/06/25,"","",1,"",,,,,,,2.0,,"",,"",No
"The Walking Dead, Vol. 6: This Sorrowful Life",Robert Kirkman,"",9781582406848,paperback,read,2011/12/21,2011/12/20,2011/12/20,1,"",,,,,,,3.0,,"",,"",No
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Steven D. Levitt, Stephen J. Dubner","",9780061234002,hardcover,read,2011/06/25,"","",1,"",,,,,,,3.0,,"",,"",No
Parker Girls #2,Terry Moore,"",B0BDBP44HY,digital,read,2022/10/14,2022/10/14,2022/10/14,2,"",,,,,,,5.0,,"",,"",No
Cat & Mouse,James Patterson,"",9780755349326,paperback,read,2011/06/25,"","",1,"",,,,,,,3.0,,"",,"",No
Seeds of Yesterday,V.C. Andrews,Donada Peters (Narrator),9780736616027,audio,read,2013/10/07,"","",1,"",,,,,,,2.0,,"",,"",No
Meridon,Philippa Gregory,"",9781416588597,digital,read,2015/11/25,2025/09/08,"2025/09/05-2025/09/08, 2016/02/07",4,"",,,,,,,5.0,,"",,"",Yes
"Cleopatra VII: Daughter of the Nile, Egypt, 57 B.C.",Kristiana Gregory,"",9780590819756,hardcover,read,2012/05/05,2012/05/07,2012/05/07,1,"",,,,,,,3.0,,"",,"",No
Summer Rental,Rektok Ross,"",9780988256835,digital,read,2025/05/26,2025/05/28,"2025/05/28-2025/05/28, 2025/05/26-2025/05/27",2,"",,,,,,,,,"",,"",Yes
Voyager,Diana Gabaldon,"",9781984818225,hardcover,paused,2025/03/10,"","",0,"",,,,,,,,,"",,"",Yes
My Evil Mother,Margaret Atwood,"",9781662504495,digital,read,2022/04/11,2022/04/11,2022/04/11,1,"",,,,,,,3.0,,"",,"",No
San Diego 2014: The Last Stand of the California Browncoats,Mira Grant,"",9780316218962,digital,read,2015/03/13,2015/03/15,2015/03/15,3,"",,,,,,,5.0,,"",,"",Yes
The Republic: The Complete and Unabridged Jowett Translation,Plato,"",9780679733874,paperback,read,2011/04/13,"","",1,"",,,,,,,4.0,,"",,"",Yes
Midnight in the Garden of Good and Evil,John Berendt,"",9780679751526,paperback,read,2013/02/22,"","",1,"",,,,,,,4.0,,"",,"",No
New Moon,Stephenie Meyer,"",9780316160193,hardcover,read,2011/06/25,"","",1,"",,,,,,,2.0,,"",,"",No
Memoirs of a Geisha,Arthur Golden,"",9780375400117,hardcover,read,2011/04/10,2012/05/12,2012/05/12,10,"",,,,,,,4.0,,"",,"",Yes
Jazz,Toni Morrison,"",9780452269651,paperback,read,2011/04/09,"","",1,"",,,,,,,3.0,,"",,"",Yes
My Lady of Cleves: A Novel of Henry VIII and Anne of Cleves,Margaret Campbell Barnes,"",9781402234408,digital,read,2018/09/24,2018/10/04,2018/10/04,1,"",,,,,,,3.0,,"",,"",Yes
Along Came a Spider,James Patterson,"",9780446364195,paperback,read,2011/04/09,"","",1,"",,,,,,,4.0,,"",,"",Yes
Gone Girl,Gillian Flynn,"",9780307588364,hardcover,read,2025/03/09,"","",1,"",,,,,,,,,"",,"",Yes
A Swiftly Tilting Planet,Madeleine L'Engle,"",9780312368562,paperback,read,2012/11/26,2012/11/27,2012/11/27,1,"",,,,,,,5.0,,"",,"",Yes
The Eyes of the Dragon,Stephen King,David Palladini (Illustrator),9780670814589,hardcover,read,2011/06/25,2012/08/15,2012/08/15,2,"",,,,,,,4.0,,"",,"",Yes
Motor Girl Omnibus,Terry Moore,"",,,read,2020/07/23,2020/07/23,2020/07/23,1,"",,,,,,,5.0,,"",,"",Yes
"Pearl in the Mist, Volume 2",V.C. Andrews,"",9781982150549,digital,read,2013/10/07,"","",2,"",,,,,,,3.0,,"",,"",Yes
Four Past Midnight,Stephen King,"",9780670835386,hardcover,read,2011/04/09,"","",1,"",,,,,,,4.0,,"",,"",Yes
Please Do Not Taunt the Octopus,Mira Grant,"",9780316259026,digital,read,2023/03/29,2023/03/30,2023/03/30,1,"",,,,,,,4.0,,"",,"",Yes
"Y: The Last Man, Book Three",Brian K. Vaughan,Pia Gurera,"",digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
Serial #3,Terry Moore,"","",digital,read,2021/07/07,2021/05/07,2021/05/07,1,"",,,,,,,5.0,,"",,"",Yes
The Final Girl Support Group,Grady Hendrix,"",9780593201237,hardcover,read,2021/11/16,2021/11/17,2021/11/17,1,"",,,,,,,4.0,,"",,"",Yes
The White Princess,Philippa Gregory,"",9781451626155,digital,read,2013/08/31,2025/06/27,2025/06/25-2025/06/27,5,"",,,,,,,3.0,,"",,"",Yes
Pet Sematary,Stephen King,"",9780385182447,hardcover,read,2011/04/09,"","",1,"",,,,,,,3.0,,"",,"",Yes
The Pit and the Pendulum,Edgar Allan Poe,"",9781860920196,paperback,read,2013/02/17,"","",1,"",,,,,,,3.0,,"",,"",No
The Count of Monte Cristo,Alexandre Dumas,Robin Buss (Translator),9780141392462,hardcover,read,2017/09/21,"","",1,"",,,,,,,,,"",,"",Yes
Harry Potter and the Goblet of Fire,J.K. Rowling,"",0439139597,hardcover,read,2025/03/03,"","",1,"",,,,,,,,,"",,"",Yes
Serial #1,Terry Moore,"","",digital,read,2021/07/07,2021/03/07,2021/03/07,1,"",,,,,,,5.0,,"",,"",Yes
Elizabeth of York: A Tudor Queen and Her World,Alison Weir,"",9780345521361,hardcover,read,2014/02/05,2014/04/26,2014/04/26,1,"",,,,,,,3.0,,"",,"",Yes
Pride and Prejudice and Zombies: The Deluxe Heirloom Edition,"Jane Austen, Seth Grahame-Smith",Roberto Parada (Illustrator),9781594744518,hardcover,read,2016/01/19,2016/01/26,2016/01/26,1,"",,,,,,,4.0,,"",,"",Yes
My Ántonia,Willa Cather,"",9781583485095,paperback,read,2012/01/20,"","",1,"",,,,,,,3.0,,"",,"",No
"Three Sisters, Three Queens",Philippa Gregory,"",9781476758756,digital,read,2017/01/27,2017/01/31,2017/01/31,2,"",,,,,,,3.0,,"",,"",Yes
Animal Farm,George Orwell,Téa Obreht (Contributor),9780451526342,paperback,read,2014/08/20,"","",2,"",,,,,,,5.0,,"",,"",No
Interview with the Vampire,Anne Rice,"",9780307575852,digital,read,2018/01/31,2019/07/08,2019/07/08,2,"",,,,,,,4.0,,"",,"",Yes
The Host,Stephenie Meyer,"",9780316128650,digital,read,2013/04/05,2013/04/09,2013/04/09,5,"",,,,,,,5.0,,"",,"",Yes
Harry Potter and the Deathly Hallows,J.K. Rowling,"",9781526618351,paperback,read,2011/06/16,2011/07/04,2011/07/04,3,"",,,,,,,5.0,,"",,"",Yes
Cold Comfort Farm,Stella Gibbons,"",9780141182650,paperback,read,2013/02/17,"","",1,"",,,,,,,3.0,,"",,"",No
The Boys Omnibus Vol. 5,Garth Ennis,"",9781524113346,paperback,read,2020/10/09,2020/10/16,2020/10/16,3,"",,,,,,,5.0,,"",,"",Yes
Y: The Last Man - The Deluxe Edition Book Two,Brian K. Vaughan,Pia Guerra (Illustrator),9781401254391,paperback,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
Angels & Demons,Dan Brown,"",9780671027360,paperback,read,2011/04/10,2011/01/01,2011/01/01,1,"",,,,,,,2.0,,"",,"",No
The Lady Elizabeth,Alison Weir,"",9780345495358,hardcover,read,2011/04/10,2018/03/11,2018/03/11,5,"",,,,,,,5.0,,"",,"",Yes
Pines,Blake Crouch,"",1612183956,digital,read,2016/07/09,2016/07/11,2016/07/11,1,"",,,,,,,3.0,,"",,"",Yes
Animal Farm,George Orwell,"",9780451524669,paperback,read,2011/04/09,"","",1,"",,,,,,,4.0,,"",,"",Yes
Rolling in the Deep,Mira Grant,"",9781596067097,digital,read,2021/03/17,2021/03/20,2021/03/20,1,"",,,,,,,5.0,,"",,"",Yes
The Beaufort Woman,Judith Arnopp,"",,,read,2019/05/20,2019/05/27,2019/05/27,1,"",,,,,,,,,"",,"",Yes
The Nanny Diaries,"Emma McLaughlin, Nicola Kraus","",0312948042,paperback,read,2021/08/30,2021/09/01,2021/09/01,1,"",,,,,,,4.0,,"",,"",No
"Capote's Women: A True Story of Love, Betrayal, and a Swan Song for an Era",Laurence Leamer,"",9780593328088,hardcover,read,2024/01/08,2024/01/25,2024/01/25,1,"",,,,,,,4.0,,"",,"",Yes
The Housemaid Is Watching ,Freida McFadden,"",9781835252291,digital,read,2026/03/03,2026/03/03,2026/03/02-2026/03/03,1,"",,,,,,,,,"",,"",No
The Greatest Nobodies of History: Minor Characters from Major Moments,Adrian Bliss,"",9781529907452,hardcover,paused,2025/03/10,"","",0,"",,,,,,,,,"",,"",Yes
Y: The Last Man - The Deluxe Edition Book One,Brian K. Vaughan,"José Marzán (Illustrator), Pia Guerra (Illustrator)",9781401251512,paperback,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
Too Far to Go: The Maples Stories,John Updike,"",9780449200162,,read,2011/04/09,"","",1,"",,,,,,,3.0,,"",,"",Yes
The Executioner's Song,Norman Mailer,"",9780446345217,paperback,read,2011/04/10,"","",1,"",,,,,,,4.0,,"",,"",Yes
The Ballad of Songbirds and Snakes,Suzanne Collins,"",B07V29ZDW7,digital,read,2020/01/19,2020/05/23,2020/05/23,2,"",,,,,,,4.0,,"",,"",No
"Strangers in Paradise, Volume 17: Tattoo",Terry Moore,"",,digital,read,2011/04/10,2025/03/14,2025/03/14,2,"",,,,,,,5.0,,"",,"",Yes
"Strangers in Paradise, Volume 7: Sanctuary",Terry Moore,"",9781892597090,paperback,read,2011/04/10,2025/03/13,2025/03/13-2025/03/13,1,"",,,,,,,5.0,,"",,"",Yes
A Light in the Attic,Shel Silverstein,"",9780060513061,hardcover,read,2013/02/22,"","",1,"",,,,,,,5.0,,"",,"",Yes
"The Rise of the Dragon: An Illustrated History of the Targaryen Dynasty, Volume One",George R.R. Martin,"Elio M. García Jr. (Illustrator), Linda Antonsson (Illustrator)",9781984859259,hardcover,read,2023/10/15,"","",1,"",,,,,,,,,"",,"",Yes
The Testaments,Margaret Atwood,"",9781784742324,hardcover,read,2020/01/19,2020/01/31,2020/01/31,1,"",,,,,,,4.0,,"",,"",Yes
Much Ado About Nothing,William Shakespeare,"",9781494461850,paperback,read,2013/02/22,"","",1,"",,,,,,,4.0,,"",,"",No
The Queen's Vow: A Novel of Isabella of Castile,C.W. Gortner,Rosalyn Landor,9781483067681,digital,read,2012/09/27,2012/09/28,2012/09/28,3,"",,,,,,,5.0,,"",,"",Yes
"Strangers in Paradise, Volume 15: Tomorrow Now",Terry Moore,"",,digital,read,2011/04/10,2025/03/14,2025/03/14,1,"",,,,,,,5.0,,"",,"",Yes
World War Z: An Oral History of the Zombie War,Max Brooks,"",9781643853482,hardcover,read,2013/03/26,2013/03/29,2013/03/29,5,"",,,,,,,4.0,,"",,"",Yes
The Scarlet Letter,Nathaniel Hawthorne,"",9781591281986,paperback,read,2011/04/09,"","",2,"",,,,,,,5.0,,"",,"",No
The Age of Innocence,Edith Wharton,"",9781593081430,paperback,read,2013/02/22,2015/06/10,2015/06/10,3,"",,,,,,,5.0,,"",,"",Yes
The Clan of the Cave Bear,Jean M. Auel,"",9780553381672,paperback,read,2011/06/27,"","",4,"",,,,,,,5.0,,"",,"",No
Arabella,Georgette Heyer,"",9780099465621,paperback,"","","","","","","","","","","","","","","","",valeries-recommendations,No
Serial #6,Terry Moore,"",B09B93SGZ4,digital,"","","","","","","","","","","","","","","","",comics,Yes
Best-Ever Cookies: Over 200 luscious cookies and fabulous deserts,Nestle Toll House,Lisa Holderness,9780696209048,hardcover,"","","","","","","","","","","","","","","","",cookbook,Yes
The Mexican Home Kitchen: Traditional Home-Style Recipes That Capture the Flavors and Memories of Mexico,Mely Martínez,"","",paperback,"","","","","","","","","","","","","","","","",cookbook,Yes
Five Years: Omnibus,Terry Moore,"",9781892597816,hardcover,"","","","","","","","","","","","","","","","",comics,Yes
Hunger Games Box Set (Deluxe Edition),Suzanne Collins,"",97815461719048,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Adventures of Tom Sawyer,Mark Twain,"",9781403713827,,"","","","","","","","","","","","","","","","","",Yes
"Roget's International Thesaurus, 8th Edition [thumb Indexed]",Barbara Ann Kipfer,"",9780062843722,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Book Thief,Markus Zusak,"",9780385754729,paperback,"","","","","","","","","","","","","","","","","",Yes
Lolita,Vladimir Nabokov,"",679723161,paperback,"","","","","","","","","","","","","","","","","",Yes
Walden and Civil Disobedience,Henry David Thoreau,"",0140390448,paperback,"","","","","","","","","","","","","","","","","",Yes
Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,Curt Gentry,9780393322231,paperback,"","","","","","","","","","","","","","","","","",Yes
The Portable Chaucer ,Geoffrey Chaucer,Theodore Morrison (Translator),0140150811,paperback,"","","","","","","","","","","","","","","","","",Yes
Stitch 'n Bitch Nation,Debbie Stoller,"",,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Henry Holt Guide to Astronomy,David Baker,"",9780805011975,paperback,"","","","","","","","","","","","","","","","","",Yes
The Living Talmud,Anonymous,Judah Goldin (Translator),9780451623447,paperback,"","","","","","","","","","","","","","","","","",Yes
Klimt: Life and Work : with 96 Colour Plates and 35 Drawings in Black-and-white,Susanna Partsch,"",0681887524,,"","","","","","","","","","","","","","","","","",Yes
"The Green Witch: Your Complete Guide to the Natural Magic of Herbs, Flowers, Essential Oils, and More",Arin Murphy-Hiscock,"",9781507204719,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Mary, Queen of Scots : And the Murder of Lord Darnley","Alison Weir, Alison Weir","",9780224060233,paperback,"","","","","","","","","","","","","","","","","",Yes
Simon's Cat in Kitten Chaos,Simon Tofield,"",9780857860781,hardcover,"","","","","","","","","","","","","","","","","",Yes
How to Tell If Your Cat Is Plotting to Kill You,Matthew Inman,"",9781449410490,digital,"","","","","","","","","","","","","","","","","",Yes
The Odyssey,Homer,"",1456569341,,"","","","","","","","","","","","","","","","","",Yes
The Song of Achilles,Madeline Miller,"",9780063459960,hardcover,"","","","","","","","","","","","","","","","","",Yes
Lost in a Good Book,Jasper Fforde,"",9780142004036,paperback,"","","","","","","","","","","","","","","","","",Yes
Basic Judaism,Milton Steinberg,"",0156106981,,"","","","","","","","","","","","","","","","","",Yes
"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century",Kirk Wallace Johnson,"",9781101981610,hardcover,"","","","","","","","","","","","","","","","","",Yes
Miss Pym Disposes,Josephine Tey,"",9780684847511,paperback,"","","","","","","","","","","","","","","","","",Yes
The King's Curse,Philippa Gregory,"",9781451626117,hardcover,"","","","","","","","","","","","","","","","","",Yes
Hadrian and the City of Rome,Mary T. Boatwright,"",9780691002187,paperback,"","","","","","","","","","","","","","","","","",Yes
A Rising Man,Abir Mukherjee,"",9781681776705,paperback,"","","","","","","","","","","","","","","","","",Yes
"The First 90 Days, Updated and Expanded: Proven Strategies for Getting Up to Speed Faster and Smarter",Michael D. Watkins,"",9781422188613,hardcover,"","","","","","","","","","","","","","","","","",Yes
The House of Silk,Anthony Horowitz,"",9780316197014,paperback,"","","","","","","","","","","","","","","","","",Yes
A People's History of the United States,Howard Zinn,Anthony Arnove (Contributor),9780062693013,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Life-Changing Magic of Not Giving a F*ck: How to Stop Spending Time You Don't Have with People You Don't Like Doing Things You Don't Want to Do,Sarah Knight,"",9780316270724,hardcover,"","","","","","","","","","","","","","","","","",Yes
Waking Lions,Ayelet Gundar-Goshen,"",9780316395410,paperback,"","","","","","","","","","","","","","","","","",Yes
Five Years: Fire In The Sky,Terry Moore,"",9781892597786,paperback,"","","","","","","","","","","","","","","","","",Yes
